artista;luogo ;orario ;data;immagine ;biglietti;mappa;spotify*;instagram*;biografia;RockInRoma;RomeSummerFest
Yusuf Cat Stevens - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;18/06/2023;..\imgs\yusuf-cat-stevens-biglietti.jpg;https://www.ticketone.it/event/yusuf-cat-stevens-auditorium-parco-della-musica-ennio-morricone-16749207/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F18%2F2023&checkout=06%2F19%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/08F3Y3SctIlsOEmKd6dnH8?si=53bb4370c5a64d36;https://www.instagram.com/yusufcatstevens/;"Figlio di padre greco-cipriota (Stavros Georgiou) e madre svedese (Ingrid Wickman), cresce a Shaftesbury Avenue, nel quartiere di Soho a Londra, sopra il ristorante di proprietà del padre dove veniva spesso suonata musica popolare greca, dalla quale verrà influenzato. All'inizio della sua carriera musicale, Georgiou adotta il nome ""Cat Stevens"" dopo che un'amica gli fa notare che i suoi sembrano gli occhi di un gatto. Lo stile musicale che contraddistinguerà Cat Stevens per tutta la sua carriera: chitarre acustiche in primo piano, sonorità delicate, richiami alla tradizione greca, testi a metà strada tra la canzone d'amore ed il misticismo, il tutto condito dalla calda vocalità dello stesso Stevens. Nel 1977, dopo aver rischiato di morire annegato a Malibù, secondo un aneddoto da lui stesso citato più volte, Stevens si converte all'Islam adottando il nome Yusuf Islam.";NO;SI
Geolier - Rock in Roma;Ippodromo Le Capannelle;21:45;18/06/2023;..\imgs\geolier-biglietti-2.jpg;https://www.ticketone.it/event/geolier-ippodromo-le-capannelle-16770470/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F18%2F2023&checkout=06%2F19%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.86310547092867&nelng=12.623181662489259&swlat=41.79467754946543&swlng=12.520153946364303&zoom=12.182259681271075;https://open.spotify.com/artist/27LlKWxS3KXW7RRAxN5S8s?si=5c6a6734e7b14c02;https://www.instagram.com/geolier/;Emanuele Palumbo, in arte Geolier, è un rapper italiano classe 2000 cresciuto nel quartiere di Secondigliano, a Napoli. La passione per il rap e la voglia di esprimersi lo portano alla pubblicazione del primo singolo in collaborazione con Nicola Siciliano, P Secondigliano, brano pubblicato su YouTube il 19 aprile 2018 e diventato in poco tempo virale sul web. ;SI;NO
Ludovico Einaudi - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;20/06/2023;..\imgs\einaudi-biglietti.jpg;https://www.ticketone.it/event/ludovico-einaudi-underwater-tour-auditorium-parco-della-musica-ennio-morricone-16677646/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F20%2F2023&checkout=06%2F21%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/2uFUBdaVGtyMqckSeCl0Qj?si=870d96fadcfb4c42;https://www.instagram.com/ludovico_einaudi/;Ludovico Einaudi nasce a Torino il 23 novembre 1955, si diploma in composizione al Conservatorio G. Verdi di Milano, e si perfeziona sotto la guida di Luciano Berio. Verso la fine degli anni Ottanta attraversa un periodo di sperimentazione e ricerca, durante il quale inizia a collaborare con il teatro e la danza. Nel 1990 pubblica STANZE, 16 composizioni interpretate dall’arpa elettrica di Cecilia Chailly. L'album viene pubblicato anche in Inghilterra: si racconta che quando la BBC manda in onda alcuni brani, la segreteria dell'emittente britannica va in tilt per rispondere agli ascoltatori che vogliono sapere chi sia l'autore. Quando esce UNA MATTINA, il primo album firmato con la Decca, nell’autunno del 2004, il disco schizza subito al primo posto delle classifiche britanniche di musica classica. Nel 2006 esce DIVENIRE, suonato in un tour europeo di oltre 80 concerti, culminato nel novembre del 2007 con un concerto alla Royal Albert Hall di Londra davanti a 4000 persone. Due anni più tardi è la volta di NIGHTBOOK, che vende oltre 750 mila copie in Europa.;NO;SI
Bresh - Rock in Roma;Ippodromo Le Capannelle;21:45;20/06/2023;..\imgs\bresh-biglietti.jpg;https://www.ticketone.it/event/bresh-ippodromo-le-capannelle-16325805/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F20%2F2023&checkout=06%2F21%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.86310547092867&nelng=12.623181662489259&swlat=41.79467754946543&swlng=12.520153946364303&zoom=12.182259681271075;https://open.spotify.com/artist/7FeObngbQ0GY3SojNwKdKn?si=eff5310acd1544f9;https://www.instagram.com/breshbandicoot/?hl=it;Con attualmente oltre un 1.6 milioni di ascoltatori mensili su Spotify, Andrea Brasi, aka Bresh, proviene dall’immaginario collettivo della Drilliguria, wave genovese caratterizzata da flow continuo e testi che raccontano la vita di tutti i giorni romanzata quasi a poesia cantautorale marinaresca. In questo genere, Bresh si distingue per la sua scrittura semplice e diretta, comprensibile fin dal primo ascolto, una voce vivace accompagnata da una melodia morbida che si adatta a tutti i cambiamenti emotivi della musica. Dopo una lunga gavetta nella scena ligure e la pubblicazione nel 2012 del suo primo mixtape “Cambiamenti”, negli ultimi anni il rapper ha collaborato a diversi progetti di alcuni dei componenti della Drilliguria, tra cui Tedua e Izi. Nel 2020 Bresh pubblica il suo primo disco ufficiale “Che Io Mi Aiuti”, considerato uno degli album d’esordio più belli dell’anno.;SI;NO
Ludovico Einaudi - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;21/06/2023;..\imgs\einaudi-biglietti.jpg;https://www.ticketone.it/event/ludovico-einaudi-underwater-tour-auditorium-parco-della-musica-ennio-morricone-16342019/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F21%2F2023&checkout=06%2F22%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/2uFUBdaVGtyMqckSeCl0Qj?si=870d96fadcfb4c42;https://www.instagram.com/ludovico_einaudi/;Ludovico Einaudi nasce a Torino il 23 novembre 1955, si diploma in composizione al Conservatorio G. Verdi di Milano, e si perfeziona sotto la guida di Luciano Berio. Verso la fine degli anni Ottanta attraversa un periodo di sperimentazione e ricerca, durante il quale inizia a collaborare con il teatro e la danza. Nel 1990 pubblica STANZE, 16 composizioni interpretate dall’arpa elettrica di Cecilia Chailly. L'album viene pubblicato anche in Inghilterra: si racconta che quando la BBC manda in onda alcuni brani, la segreteria dell'emittente britannica va in tilt per rispondere agli ascoltatori che vogliono sapere chi sia l'autore. Quando esce UNA MATTINA, il primo album firmato con la Decca, nell’autunno del 2004, il disco schizza subito al primo posto delle classifiche britanniche di musica classica. Nel 2006 esce DIVENIRE, suonato in un tour europeo di oltre 80 concerti, culminato nel novembre del 2007 con un concerto alla Royal Albert Hall di Londra davanti a 4000 persone. Due anni più tardi è la volta di NIGHTBOOK, che vende oltre 750 mila copie in Europa.;NO;SI
Ludovico Einaudi - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;22/06/2023;..\imgs\einaudi-biglietti.jpg;https://www.ticketone.it/event/ludovico-einaudi-underwater-tour-auditorium-parco-della-musica-ennio-morricone-16342222/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F22%2F2023&checkout=06%2F23%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/2uFUBdaVGtyMqckSeCl0Qj?si=870d96fadcfb4c42;https://www.instagram.com/ludovico_einaudi/;Ludovico Einaudi nasce a Torino il 23 novembre 1955, si diploma in composizione al Conservatorio G. Verdi di Milano, e si perfeziona sotto la guida di Luciano Berio. Verso la fine degli anni Ottanta attraversa un periodo di sperimentazione e ricerca, durante il quale inizia a collaborare con il teatro e la danza. Nel 1990 pubblica STANZE, 16 composizioni interpretate dall’arpa elettrica di Cecilia Chailly. L'album viene pubblicato anche in Inghilterra: si racconta che quando la BBC manda in onda alcuni brani, la segreteria dell'emittente britannica va in tilt per rispondere agli ascoltatori che vogliono sapere chi sia l'autore. Quando esce UNA MATTINA, il primo album firmato con la Decca, nell’autunno del 2004, il disco schizza subito al primo posto delle classifiche britanniche di musica classica. Nel 2006 esce DIVENIRE, suonato in un tour europeo di oltre 80 concerti, culminato nel novembre del 2007 con un concerto alla Royal Albert Hall di Londra davanti a 4000 persone. Due anni più tardi è la volta di NIGHTBOOK, che vende oltre 750 mila copie in Europa.;NO;SI
Rancore - Rock in Roma;Ippodromo Le Capannelle;21:00;23/06/2023;..\imgs\rancore-biglietti-3.jpg;https://www.ticketone.it/event/rancore-ippodromo-le-capannelle-16584996/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F23%2F2023&checkout=06%2F24%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.86310547092867&nelng=12.623181662489259&swlat=41.79467754946543&swlng=12.520153946364303&zoom=12.182259681271075;https://open.spotify.com/artist/5DkmrXKeWgDS86KKEw45o6?si=4313107402f94eda;https://www.instagram.com/rancore_official/?hl=it;Rancore, pseudonimo di Tarek Iurcich, nato a Roma il 19 luglio 1989, è un rapper italiano. La sua musica, che lui stesso definisce «rap ermetico», e la profondità dei suoi testi hanno attirato ampi consensi da parte della critica specializzata, che lo ha coronato come uno dei migliori rapper nell'hip hop italiano. Ha inoltre partecipato per due volte al Festival di Sanremo, nel 2019 in coppia con Daniele Silvestri e nel 2020 con il brano Eden, vincendo entrambi gli anni il premio per il miglior testo.;SI;NO
Ludovico Einaudi - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;23/06/2023;..\imgs\einaudi-biglietti.jpg;https://www.ticketone.it/event/ludovico-einaudi-underwater-tour-auditorium-parco-della-musica-ennio-morricone-16342223/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F23%2F2023&checkout=06%2F24%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/2uFUBdaVGtyMqckSeCl0Qj?si=870d96fadcfb4c42;https://www.instagram.com/ludovico_einaudi/;Ludovico Einaudi nasce a Torino il 23 novembre 1955, si diploma in composizione al Conservatorio G. Verdi di Milano, e si perfeziona sotto la guida di Luciano Berio. Verso la fine degli anni Ottanta attraversa un periodo di sperimentazione e ricerca, durante il quale inizia a collaborare con il teatro e la danza. Nel 1990 pubblica STANZE, 16 composizioni interpretate dall’arpa elettrica di Cecilia Chailly. L'album viene pubblicato anche in Inghilterra: si racconta che quando la BBC manda in onda alcuni brani, la segreteria dell'emittente britannica va in tilt per rispondere agli ascoltatori che vogliono sapere chi sia l'autore. Quando esce UNA MATTINA, il primo album firmato con la Decca, nell’autunno del 2004, il disco schizza subito al primo posto delle classifiche britanniche di musica classica. Nel 2006 esce DIVENIRE, suonato in un tour europeo di oltre 80 concerti, culminato nel novembre del 2007 con un concerto alla Royal Albert Hall di Londra davanti a 4000 persone. Due anni più tardi è la volta di NIGHTBOOK, che vende oltre 750 mila copie in Europa.;NO;SI
Teenage Dream Party - Rock in Roma;Ippodromo Le Capannelle;19:00;24/06/2023;..\imgs\teenage-dream-party-biglietti.jpg;https://www.ticketone.it/event/teenage-dream-ippodromo-le-capannelle-16795686/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F24%2F2023&checkout=06%2F25%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.86310547092867&nelng=12.623181662489259&swlat=41.79467754946543&swlng=12.520153946364303&zoom=12.182259681271075;;https://www.instagram.com/teenagedreamparty/;Un super party all’insegna della nostalgia, un vero e proprio salto nel passato per una festa indimenticabile, con un unico scopo: tornare anche solo per una sera nei favolosi ‘2000 e per sognare ad occhi aperti. Dj set e karaoke per cantare canzoni iconiche, “grandi classici” da cantare a squarciagola, immaginando di essere catapultati nel mondo di 23 anni fa.;SI;NO
Porcupine Tree- Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;24/06/2023;..\imgs\porcupine-tree-biglietti.jpg;https://www.ticketone.it/event/an-evening-with-porcupine-tree-auditorium-parco-della-musica-ennio-morricone-16566087/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F24%2F2023&checkout=06%2F25%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/5NXHXK6hOCotCF8lvGM1I0?si=2c6980a4ec0845bd;https://www.instagram.com/porcupinetreeofficial/?hl=it;I Porcupine Tree sono un gruppo musicale rock progressivo britannico nato nella seconda metà degli anni ottanta per iniziativa di Steven Wilson. Inizialmente nato come progetto solista di Wilson (all'epoca attivo con i No-Man), nel corso degli anni novanta i Porcupine Tree si sono evoluti in un vero e proprio gruppo con l'inclusione del tastierista Richard Barbieri, del bassista Colin Edwin e del batterista Chris Maitland. Durante questo periodo le sonorità dei Porcupine Tree erano perlopiù influenzate dal rock progressivo classico degli anni settanta, che sono mutate verso uno stile più moderno a partire da Signify (1996). Dopo un cambio di formazione che ha visto Gavin Harrison sostituire Maitland, i Porcupine Tree hanno optato per uno stile più pesante, che si è mantenuto tale fino alla pausa avvenuta nel 2010. Dopo una pausa di oltre dieci anni, nel 2021 la formazione (senza Edwin) si è riunita, pubblicando Closure/Continuation l'anno seguente.[;NO;SI
Tiziano Ferro ;Stadio Olimpico ;21:00;24/06/2023;..\imgs\tiziano-ferro-biglietti.jpg;https://www.ticketone.it/event/tiziano-ferro-stadio-olimpico-12018552/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F24%2F2023&checkout=06%2F25%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/11TplWqOPQBTmg2eiSLt1m?si=643a8bc17a95402a;https://www.instagram.com/tizianoferro/;"Tiziano Ferro è nato a Latina il 21 febbraio 1980. Dal 2005 vive a Londra. Superato brillantemente l'esame di maturità scientifica, frequenta due diverse facoltà universitarie: un anno di ingegneria e un altro di scienze della comunicazione, entrambi a Roma. Molto più costanti e proficui si rivelano gli studi musicali: 7 anni di chitarra classica , 1 anno di batteria e 2 anni di pianoforte. Nel 2001 firma il contratto con la casa discografica EMI e nel luglio dello stesso anno pubblica il suo primo singolo: s'intitola ""Xdono"" e scala vertiginosamente le classifiche fino a conquistare la prima posizione in Italia sia nelle vendite che nell'airplay radiofonico.";NO;NO
Venerus - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;25/06/2023;..\imgs\venerus-biglietti.jpg;https://www.ticketone.it/event/venerus-auditorium-parco-della-musica-ennio-morricone-16899898/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F25%2F2023&checkout=06%2F26%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/49faW2w8eguUIAG5c85KcD?si=44650627bc374c46;https://www.instagram.com/venerus/?hl=it;Andrea Venerus, noto semplicemente come Venerus, nato a Milano il 4 dicembre 1992, è un cantautore, produttore discografico e polistrumentista italiano. Venerus è originario del quartiere San Siro di Milano. A 18 anni si trasferisce a Londra per studiare musica rimanendo nella città per cinque anni e venendo a contatto con diverse realtà musicali inglesi. Tornato in Italia, si trasferisce a Roma ed inizia a lavorare al suo progetto da solista.;NO;SI
Tiziano Ferro ;Stadio Olimpico ;21:00;25/06/2023;..\imgs\tiziano-ferro-biglietti.jpg;https://www.ticketone.it/event/tiziano-ferro-stadio-olimpico-12567769/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F25%2F2023&checkout=06%2F26%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/11TplWqOPQBTmg2eiSLt1m?si=643a8bc17a95402a;https://www.instagram.com/tizianoferro/;"Tiziano Ferro è nato a Latina il 21 febbraio 1980. Dal 2005 vive a Londra. Superato brillantemente l'esame di maturità scientifica, frequenta due diverse facoltà universitarie: un anno di ingegneria e un altro di scienze della comunicazione, entrambi a Roma. Molto più costanti e proficui si rivelano gli studi musicali: 7 anni di chitarra classica , 1 anno di batteria e 2 anni di pianoforte. Nel 2001 firma il contratto con la casa discografica EMI e nel luglio dello stesso anno pubblica il suo primo singolo: s'intitola ""Xdono"" e scala vertiginosamente le classifiche fino a conquistare la prima posizione in Italia sia nelle vendite che nell'airplay radiofonico.";NO;NO
Naska - Rock in Roma;Ippodromo Le Capannelle;21:45;25/06/2023;..\imgs\naska-estate-biglietti.jpg;https://www.ticketone.it/event/naska-ippodromo-le-capannelle-16906852/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F25%2F2023&checkout=06%2F26%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.86310547092867&nelng=12.623181662489259&swlat=41.79467754946543&swlng=12.520153946364303&zoom=12.182259681271075;https://open.spotify.com/artist/4r1DHaB2yIhddOkTF92d1d?si=1842aa1034a043c9;https://www.instagram.com/diegonaska/;Naska nome d’arte di Diego Caterbetti, nasce nel 1997 a Civitanova Marche. Finito il liceo si trasferisce a Milano, per concentrarsi sul suo percorso musicale. Cresciuto con la scena punk/rock di blink 182 e Sum 41, in seguito si appassiona alla scena emo trap americana rappresentata da Lil Peep: influenze che trovano ampio spazio nella sua musica e che gli consentono di dare al suo progetto un sound al momento unico in Italia. “Rebel” è il suo disco d’esordio ufficiale.;SI;NO
The Lumineers - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;26/06/2023;..\imgs\lumineers-biglietti.jpg;https://www.ticketone.it/event/the-lumineers-auditorium-parco-della-musica-ennio-morricone-16092850/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F26%2F2023&checkout=06%2F27%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/16oZKvXb6WkQlVAjwo2Wbg?si=6d7571159dc548ce;https://www.instagram.com/thelumineers/?hl=it;"The Lumineers sono Wesley Schultz (voce e chitarra) e Jeremiah Fraites (batteria, percussioni, pianoforte). Insieme dal 2005, le loro influenze spaziano da Bob Dylan, The Stones, Leonard Cohen, Tom Petty a Bruce Springstein. I loro live sono memorabili e ricchi di energia.
Con 21 successi al primo posto nelle classifiche radiofoniche di tutto il mondo, i Lumineers sono diventati una delle band più amate di sempre.
Da un esordio nei piccoli live club e alle serate open mic, la band è diventata un colosso dei live, registrando il tutto esaurito nelle arene di tutto il mondo. La band ha fatto il suo esordio sulla scena musicale internazionale nel 2012 con la loro hit, ""Ho Hey"", il primo singolo del loro omonimo debutto. Si sono guadagnati due nomination ai GRAMMY® Award, tra cui “Best New Artist”.";NO;SI
Mr. Rain - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;27/06/2023;..\imgs\mr-rain-biglietti.jpg;https://www.ticketone.it/event/mr-rain-supereroi-tour-auditorium-parco-della-musica-ennio-morricone-16520033/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F27%2F2023&checkout=06%2F28%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/59MLbXG0jLVwJup3KAd6m1?si=24235754968f4e61;https://www.instagram.com/mrrainofficial/;Mr.Rain, classe 1991, si appassiona alla musica ascoltando i pezzi di Eminem e della scena hip hop nazionale ed estera del periodo. Nel 2009 inizia a scrivere i primi pezzi, con lo pseudonimo di Mr.Rain e nel 2011 produce e pubblica il suo primo mixtape Time 2 Eat, che riscuote in poco tempo riscontri a livello nazionale. Nel 2013 partecipa come concorrente ad X Factor, ma dopo essere stato ripescato per l’entrata diretta, rifiuta la partecipazione al programma. A giugno 2016 Mr.Rain pubblica Supereroe, già considerato un classico dai suoi estimatori. Nell’estate 2016, grazie al Memories Tour Mr.Rain si fa conoscere al grande pubblico di tutte le regioni italiane, con numerose date sold out.;NO;SI
Coma Cose - Rock in Roma;Ippodromo Le Capannelle;21:45;27/06/2023;..\imgs\coma-cose-estate-biglietti-2.jpg;https://www.ticketone.it/event/coma-cose-date-estive-ippodromo-le-capannelle-16720533/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=06%2F27%2F2023&checkout=06%2F28%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.842990519404594&nelng=12.580442558519024&swlat=41.80877494670298&swlng=12.528928700456504&zoom=13.182259681271075;https://open.spotify.com/artist/0Sv8sjzMHBbAWXt4CGB9Us?si=76c3a74e6987475a;https://www.instagram.com/coma_cose/;Tra Febbraio e Giugno del 2017 i Coma_Cose pubblicano i primi quattro brani con relativi video e nell’autunno dello stesso anno lanciano con Asian Fake “Inverno Ticinese”, il loro primo EP-manifesto: il risultato di pubblico e critica è esplosivo. In soli 12 mesi i Coma_Cose allargano il proprio pubblico, cominciano a passare in radio e chiudono il 2018 con un centinaio di concerti all’attivo. Nel 2019 danno vita al loro primo disco “HYPE AURA” cui segue un anno fitto di soddisfazioni e riconoscimenti. Varcano i confini della Penisola: suonano a Parigi in apertura ai Phoenix e allo Sziget Festival di Budapest. Nel 2021 partecipano alla settantunesima edizione del Festival di Sanremo incantando con il brano Fiamme negli occhi, che diventa disco d’oro in sole tre settimane.;SI;NO
