artista;luogo ;orario ;data;immagine ;biglietti;mappa;spotify*;instagram*;biografia;RockInRoma;RomeSummerFest
Ultimo;Stadio Olimpico ;21:00;07/07/2023;..\imgs\ultimo-stadi23-biglietti.jpg;https://www.ticketone.it/event/ultimo-stadio-olimpico-15611832/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F07%2F2023&checkout=07%2F08%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/3hN3iJMbbBmqBSAMx5veDa?si=16c03df244d24be7;https://www.instagram.com/ultimopeterpan/;"Ultimo - all’anagrafe, Niccolò Moriconi - nasce a Roma il 27 gennaio del 1996. L'esordio discografico avviene nel 2017 con l'album Pianeti, certificato triplo disco di platino. Il 9 febbraio 2018 pubblica il suo secondo album Peter Pan, certificato quintuplo disco di platino. Il 2019 è l'anno del grande salto: il suo terzo disco, Colpa delle favole, certificato quadruplo disco di platino, lancia l'evento ""La Favola”. Il 4 luglio, Ultimo diventa l'artista più giovane a calcare il palco dello Stadio Olimpico di Roma. Un'ascesa costellata da numerosi record: nel 2019, ""Colpa delle favole"" è l'album più venduto dell'anno e Ultimo l'artista più ascoltato in Italia su Spotify e Apple Music. Riesce anche nell’impresa, mai registrata prima in Italia, di fare entrare contemporaneamente nella Top10 Top of the Music FIMI/Gfk tutti e tre i suoi album. Ultimo ha già venduto più di 2.000.000 di dischi, collezionato oltre un miliardo di stream su Spotify e, con il tour Ultimo Stadi 2022, è diventato l'artista più giovane di sempre a intraprendere un tour negli stadi.";NO;NO
Guns N' Roses;Circo Massimo ;20:45;08/07/2023;..\imgs\guns-roses-biglietti-quadrata.jpg,..\imgs\guns-roses-biglietti.jpg;https://www.ticketone.it/event/guns-n-roses-circo-massimo-16661656/;https://www.stay22.com/events/gm/ChIJxcVH3MphLxMRbNmoLfoNEWg?searchterm=Circo+Massimo%2C+Via+del+Circo+Massimo%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F08%2F2023&checkout=07%2F09%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.89164920731963&nelng=12.490605206388977&swlat=41.8816171988573&swlng=12.479661793608699&zoom=15;https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC?si=f44068d3f9cd4c43;https://www.instagram.com/gunsnroses/;"Dopo la formazione del gruppo nel 1985, i Guns N’ Roses hanno da subito dominato la crescente scena rock di Los Angeles, grazie al loro atteggiamento sfrenato e travolgente. Hanno poi conquistato il mondo intero con la pubblicazione del loro primo disco nel 1987, ""Appetite for Destruction"" – album di debutto più venduto di sempre negli Stati Uniti con oltre 30 milioni di copie. Nel 1991, ""Use Your Illusion I"" e ""Use Your Illusion II"" (sette volte platino) hanno subito raggiunto i primi due posti della classifica Billboard Top 200. Nel corso degli ultimi dieci anni, i Guns N’ Roses si sono esibiti dal vivo in concerti sold-out e in importanti festival in tutto il mondo, dopo la pubblicazione dell’acclamatissimo ""Chinese Democracy"" nel 2008. Rimangono una delle band più importanti e influenti della storia della musica e continuano ad essere un punto di riferimento per milioni di fan in tutto il mondo.";NO;NO
Gigi D'Alessio - Roma Summer Fest ;Auditorium Parco della Musica Ennio Morricone;21:00;08/07/2023;..\imgs\gigi-dalessio-estate-biglietti.jpg;https://www.ticketone.it/event/gigi-dalessio-dove-ce-il-sole-tour-auditorium-parco-della-musica-ennio-morricone-16895069/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F08%2F2023&checkout=07%2F09%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/4eSMsVzRJHhN1aq0IvZcyn?si=7ca46686762a43a1;https://www.instagram.com/gigidalessioreal/;"Gigi D’Alessio nasce a Napoli il 24 febbraio 1967. Comincia a suonare la fisarmonica regalatagli dal padre all'età di quattro anni, per poi iscriversi a dodici anni al Conservatorio di San Pietro a Majella di Napoli. Scrive testi per alcuni cantanti napoletani e diventa il pianista di Mario Merola con cui scrive e interpreta il brano “Cient'anne”, esordendo di fatto come cantante.

Il primo album, LASCIATEMI CANTARE, esce nel 1992, dando il via a una carriera in costante ascesa, fatta di canzoni scritte sognando grandi palcoscenici. Questo il percorso artistico di Gigi D’Alessio, la storia di un ragazzo che deve molto alla sua città, Napoli. Il ""tam tam"" parte dai vicoli, e si allarga tanto alle zone popolari che nobili della città partenopea, fino a rimbalzare da un punto all'altro dell'Italia. La sua fama cresce nel tempo e i suoi dischi incominciano a vendere in tutta Italia. Il 2000 porta D’Alessio a Sanremo con il brano ""Non dirgli mai"", seguito dall'album Quando la mia vita cambierà.";NO;SI
Ultimo;Stadio Olimpico ;21:00;08/07/2023;..\imgs\ultimo-stadi23-biglietti.jpg;https://www.ticketone.it/event/ultimo-stadio-olimpico-15614945/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F08%2F2023&checkout=07%2F09%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/3hN3iJMbbBmqBSAMx5veDa?si=16c03df244d24be7;https://www.instagram.com/ultimopeterpan/;"Ultimo - all’anagrafe, Niccolò Moriconi - nasce a Roma il 27 gennaio del 1996. L'esordio discografico avviene nel 2017 con l'album Pianeti, certificato triplo disco di platino. Il 9 febbraio 2018 pubblica il suo secondo album Peter Pan, certificato quintuplo disco di platino. Il 2019 è l'anno del grande salto: il suo terzo disco, Colpa delle favole, certificato quadruplo disco di platino, lancia l'evento ""La Favola”. Il 4 luglio, Ultimo diventa l'artista più giovane a calcare il palco dello Stadio Olimpico di Roma. Un'ascesa costellata da numerosi record: nel 2019, ""Colpa delle favole"" è l'album più venduto dell'anno e Ultimo l'artista più ascoltato in Italia su Spotify e Apple Music. Riesce anche nell’impresa, mai registrata prima in Italia, di fare entrare contemporaneamente nella Top10 Top of the Music FIMI/Gfk tutti e tre i suoi album. Ultimo ha già venduto più di 2.000.000 di dischi, collezionato oltre un miliardo di stream su Spotify e, con il tour Ultimo Stadi 2022, è diventato l'artista più giovane di sempre a intraprendere un tour negli stadi.";NO;NO
Bob Dylan;Auditorium Parco della Musica Ennio Morricone;19:30;09/07/2023;..\imgs\bob-dylan-biglietti.jpg;https://www.ticketone.it/event/bob-dylan-auditorium-parco-della-musica-ennio-morricone-16796596/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F09%2F2023&checkout=07%2F10%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX?si=874b1cd2ff184e5a;https://www.instagram.com/bobdylan/;Robert Allen Zimmerman, in arte Bob Dylan, nasce a Duluth, nel Minnesota, il 24 maggio 1941 e presto inizia a suonare pianoforte e chitarra. Dopo un’adolescenza trascorsa a Minneapolis, dove frequenta l’Università e i circoli dei giovani intellettuali della New Left iniziando ad esibirsi in pubblico, resta colpito dalla lettura della biografia di Woody Guthrie e, nel 1961, decide di trasferirsi a New York. Il contratto discografico con la Columbia arriva quasi subito e nel 1962 Bob Dylan pubblica il suo primo, omonimo LP. Il successo arriva nel 1963 con The Freewhelin' Bob Dylan, l’album che comunica al mondo la nascita di un nuovo eroe della folk song di protesta e di una personalità di riferimento per l’allora nascente movimento beat: ruoli che Dylan conserva tuttora nell’immaginario collettivo nonostante le sue canzoni si facciano con il trascorrere degli anni sempre più personali.;NO;NO
Sigur Rós - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;09/07/2023;..\imgs\sigur-ros-biglietti.jpg;https://www.ticketone.it/event/sigur-ros-auditorium-parco-della-musica-ennio-morricone-16320991/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F09%2F2023&checkout=07%2F10%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/6UUrUCIZtQeOf8tC0WuzRy?si=05dcd172fab341eb;https://www.instagram.com/sigurros/;I Sigur Rós sono una delle band islandesi di maggior successo di tutti i tempi. Le origini della band risalgono al 1994, quando tre adolescenti, Jónsi Birgisson, Ágúst Ævar Gunnarsson e Georg Hólm, si uniscono per formare un gruppo musicale. La scelta di chiamarsi Sigur Rós viene dettata dal fatto che nacque la nipote di Birgisson chiamata Sigurrós, un nome molto comune in Islanda che significa “Rosa Della Vittoria”. ;NO;SI
Coez - Rock in Roma;Ippodromo Le Capannelle;21:45;09/07/2023;..\imgs\coez-rir-biglietti.jpg;https://www.ticketone.it/event/coez-rock-in-roma-ippodromo-le-capannelle-16330357/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F09%2F2023&checkout=07%2F10%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.88338418323636&nelng=12.662432567903153&swlat=41.78813749314895&swlng=12.519010068217426&zoom=11.705020811828136;https://open.spotify.com/artist/5dXlc7MnpaTeUIsHLVe3n4?si=602bcdce18f24176;https://www.instagram.com/coezofficial/;"Silvano Albanese in arte COEZ è a tutti gli effetti tra gli artisti più rappresentativi della scena musicale attuale e nel tempo si è affermato come uno dei più amati e apprezzati del nuovo cantautorato italiano.
La sua storia musicale inizia a 19 anni grazie al rap, quando da vita, insieme a due amici, al gruppo “Circolo Vizioso”, trasformatosi poi in “Brokenspeakers”.

Con il passare del tempo Coez sviluppa una certa maturità di scrittura e di sound, mantenendo la costante delle tematiche che lo hanno caratterizzato fin da subito: toni struggle, amori tormentati e situazioni difficili, specchio della sua generazione. Questo lavoro è ben rappresentato dal suo primo album da solista che esce nel 2009, “Figlio di nessuno”. Il 5 maggio 2017 esce il suo quarto disco ufficiale dal titolo “Faccio un casino” con cui entra nella storia dello streaming e della discografia italiana. L’album, prodotto dallo stesso Coez, contiene dodici tracce oneste, vere e dalla poetica tanto rapida da entrare immediatamente nelle orecchie, nel cuore e nell’immaginario di chi ascolta, grazie a un linguaggio diretto e crudo con cui Coez riesce a raccontare in modo semplice ma molto efficace una quotidianità in cui è facile immedesimarsi. Il disco infrange svariati record: autoprodotto, debutta al 3° posto della classifica di vendita nella settimana d’uscita e resta per oltre 20 settimane consecutive nella Top10 FIMI/GfK. Il “Faccio Un Casino Tour” porta Coez sui palchi di tutta Italia e i suoi live registrano ben 180 mila presenze nel 2017 e nel 2018.";SI;NO
Baustelle  - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;10/07/2023;..\imgs\baustelle-estate-biglietti.jpg;https://www.ticketone.it/event/baustelle-elvis-tour-auditorium-parco-della-musica-ennio-morricone-16495481/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F10%2F2023&checkout=07%2F11%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/02G0wSA5mAINnHX3nTCaHi?si=55afd4fd74d84335;https://www.instagram.com/baustelle_official/;Baustelle (parola tedesca da pronunciare in assoluta libertà) è un gruppo nato a Montepulciano, provincia di Siena, nel 1996. Alcuni demo aprono la strada all’esordio discografico con “Sussidiario illustrato della giovinezza”, prodotto artisticamente da Amerigo Verardi – eroe di culto del rock/pop nazionale già dagli anni ‘80 – e uscito nel giugno del 2000 per l’etichetta indipendente Baracca e Burattini. Il CD incuriosisce pubblico e addetti ai lavori per la personalità messa in luce nell’amalgamare la miglior canzone d’autore italiana e francese, la new wave, l’elettronica vintage, la bossa nova, le colonne sonore degli anni ‘60 e ‘70. ;NO;SI
Ultimo;Stadio Olimpico ;21:00;10/07/2023;..\imgs\ultimo-stadi23-biglietti.jpg;https://www.ticketone.it/event/ultimo-stadio-olimpico-16322501/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F10%2F2023&checkout=07%2F11%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/3hN3iJMbbBmqBSAMx5veDa?si=8f7cb93a47354b32;https://www.instagram.com/ultimopeterpan/;"Ultimo - all’anagrafe, Niccolò Moriconi - nasce a Roma il 27 gennaio del 1996. L'esordio discografico avviene nel 2017 con l'album Pianeti, certificato triplo disco di platino. Il 9 febbraio 2018 pubblica il suo secondo album Peter Pan, certificato quintuplo disco di platino. Il 2019 è l'anno del grande salto: il suo terzo disco, Colpa delle favole, certificato quadruplo disco di platino, lancia l'evento ""La Favola”. Il 4 luglio, Ultimo diventa l'artista più giovane a calcare il palco dello Stadio Olimpico di Roma. Un'ascesa costellata da numerosi record: nel 2019, ""Colpa delle favole"" è l'album più venduto dell'anno e Ultimo l'artista più ascoltato in Italia su Spotify e Apple Music. Riesce anche nell’impresa, mai registrata prima in Italia, di fare entrare contemporaneamente nella Top10 Top of the Music FIMI/Gfk tutti e tre i suoi album. Ultimo ha già venduto più di 2.000.000 di dischi, collezionato oltre un miliardo di stream su Spotify e, con il tour Ultimo Stadi 2022, è diventato l'artista più giovane di sempre a intraprendere un tour negli stadi.";NO;NO
One Republic - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;11/07/2023;..\imgs\onerepublic-biglietti.jpg;https://www.ticketone.it/event/onerepublic-auditorium-parco-della-musica-ennio-morricone-16074559/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F11%2F2023&checkout=07%2F12%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ?si=5a73ae9d8c1043ba;https://www.instagram.com/onerepublic/;"OneRepublic sono un gruppo pop rock statunitense formato in Colorado.

Il successo travolgente dei One Republic arriva nel 2007 con l’album di debutto ""Dreaming Out Loud"", grazie alla hit ""Apologize"" che ha sconvolto le classifiche mondiali con oltre 10 milioni di download e il maggior numero di airplay nella storia. Il secondo singolo ""Stop and stare"" ha regalato alla band una nomination ai Grammy come ""Best Pop Performance by a Duo or Group with Vocals"". Nel 2009 è la volta del secondo album ""Waking Up"" che includeva le hit ""All The Right Moves"", ""Secrets"" e ""Good Life"", tutte in testa all’airplay chart.";NO;SI
Depeche Mode;Stadio Olimpico ;21:00;12/07/2023;..\imgs\depeche-mode-biglietti.jpg;https://www.ticketone.it/event/depeche-mode-stadio-olimpico-15946092/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F12%2F2023&checkout=07%2F13%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX?si=3eaeb2087b714f44;https://www.instagram.com/depechemode/;"Affermatisi sulla scena synth pop inglese agli inizi degli anni ottanta, la loro fama si è protratta ed accresciuta negli anni. Attraverso una proficua carriera trentennale, hanno abbracciato con l'utilizzo dell'elettronica più di un genere musicale, con larghe concessioni al pop rock e alla new wave, specie nella seconda fase, e una massiccia incursione nella dance alternativa.

Con oltre 100 milioni di dischi venduti in tutto il mondo, diversi gruppi e artisti provenienti da tutti i generi musicali influenzati dai loro lavori e numerose cover delle loro canzoni realizzate, i Depeche Mode sono uno dei gruppi più influenti della storia della musica elettronica. La nota rivista musicale britannica Q li ha definiti ""la band elettronica più popolare e longeva che il mondo abbia mai conosciuto"", e Rolling Stone ""la quintessenza della musica elettronica degli anni 80"".";NO;NO
Maluma - Rock In Roma;Ippodromo Le Capannelle;21:45;12/07/2023;..\imgs\maluma-biglietti.jpg;https://www.ticketone.it/event/maluma-ippodromo-le-capannelle-16681669/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F12%2F2023&checkout=07%2F13%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.88338418323636&nelng=12.662432567903153&swlat=41.78813749314895&swlng=12.519010068217426&zoom=11.705020811828136;https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau?si=4dbb54e89435409d;https://www.instagram.com/maluma/;Maluma alla sola età di 25 anni è considerato una delle voci principali della musica latina a livello internazionale nonché un idolo genuino per i giovani. Juan Luis Londono nasce a Medellin, in Colombia, e crea il suo soprannome prendendo le prime due lettere dei nomi di sua madre, di suo padre e di sua sorella. Vince il Grammy come Best Contemporary Pop Vocal Album nel 2018 ed è uno tra i più popolari artisti dei social media. Ad oggi Maluma, secondo le classifiche latine di Billboard, ha avuto 13 canzoni di successo posizionatesi al numero 1.;SI;NO
Salmo - Rock in Roma;Ippodromo Le Capannelle;21:45;13/07/2023;..\imgs\salmo-estate-biglietti-2.jpg;https://www.ticketone.it/event/salmo-date-estive-ippodromo-le-capannelle-16129758/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F13%2F2023&checkout=07%2F14%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.88338418323636&nelng=12.662432567903153&swlat=41.78813749314895&swlng=12.519010068217426&zoom=11.705020811828136;https://open.spotify.com/artist/3hBQ4zniNdQf1cqqo6hzuW?si=c93a55bc7e984426;https://www.instagram.com/lebonwski/;"Nel 2011 produce il suo primo disco da solista, “The Island Chainshaw Massacre” e l’anno successivo pubblica “Death USB”, da subito primo in classifica su iTunes. Nel 2013 esce “Midnite” (disco di platino) che raggiunge il primo posto tra gli album più venduti in Italia. Nel 2014 Salmo annuncia l’uscita dall'etichetta Tanta Roba per iniziare il suo nuovo progetto discografico in Machete Empire, e fonda la “Lebonski Agency”, società di booking e management. Dopo aver infranto tutti i record su Spotify, aver dominato le classifiche FIMI-GfK e superato oltre 435,8 milioni di views su YouTube, SALMO è anche il primo artista italiano a lanciare in esclusiva su Netflix un video musicale. Con l'album ""PLAYLIST"" è  la prima volta che un artista italiano si colloca nella Global Chart di Spotify con 8 brani. Inserendosi nella scena rap, Salmo è stato in grado di cambiarne i connotati di genere, introducendovi elementi di elettronica e rap hardcore come ancora non si era mai visto in Italia.";SI;NO
Ligabue;Stadio Olimpico ;21:00;14/07/2023;..\imgs\ligabue-stadi-biglietti.jpg;https://www.ticketone.it/event/ligabue-stadio-olimpico-15953771/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F14%2F2023&checkout=07%2F15%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz?si=a901631145bd479d;https://www.instagram.com/ligabue_official/;"È uno tra gli artisti italiani di maggior successo ed ha ricevuto due Targhe Tenco, un Premio Tenco, un Premio Le parole della musica e un Premio Lunezia per il valore musical-letterario dell'album Miss Mondo. Con 165 264 persone a Campovolo, nel 2005, ha detenuto inoltre il record europeo di spettatori paganti per un concerto di un singolo artista, superato nel 2017 da Vasco Rossi.

Ha vinto negli oltre trenta anni di carriera più di sessanta premi per ciò che concerne la sua attività musicale, cinque premi per quanto riguarda l'attività di scrittore ed infine dodici onorificenze per la sua attività cinematografica.";NO;NO
Sting - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;14/07/2023;..\imgs\sting-biglietti.jpg;https://www.ticketone.it/event/sting-auditorium-parco-della-musica-ennio-morricone-16180484/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F14%2F2023&checkout=07%2F15%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/0Ty63ceoRnnJKVEYP0VQpk?si=55847b42ff9d41a2;https://www.instagram.com/theofficialsting/;"Compositore, cantante, attore, autore e attivista – Sting è nato a Newcastle (Inghilterra) e si è trasferito a Londra nel 1977; lì ha formato i Police insieme a Stewart Copeland e Andy Summers. La band ha pubblicato cinque album, ha vinto 6 Grammy, 2 Brits e nel 2003 è stata inserita nella Rock and Roll Hall of Fame.

Sting ha ricevuto come solista 11 Grammy, 2 Brits, 1 Golden Globe, 1 Emmy, 4 nomination agli Oscar (incluso quella per “The Empty Chair” nel 2017), una nomination ai TONY, il Century Awards di Billboard Magazine e il MusiCares Person of the Year nel 2004. È inoltre membro del Songwriters Hall of Fame e nel 2014 ha ricevuto il Kennedy Center Honors, uno dei riconoscimenti più prestigiosi negli Stati Uniti e il Polar Music Prize. Nel corso della sua lunga carriera Sting ha venduto quasi 100 milioni di album (tra album pubblicati con i Police e quelli da solista).";NO;SI
Nobraino - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;15/07/2023;..\imgs\nobraino-biglietti.jpg;https://www.ticketone.it/event/nobraino-auditorium-parco-della-musica-ennio-morricone-16809953/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F15%2F2023&checkout=07%2F16%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/0j8bZPtWT5Nf60PEarotFf?si=ae340361681e4618;https://www.instagram.com/nobraino/;"La storia discografica dei Nobraino conta quattro dischi. Il 2006 è l’anno del primo album ufficiale ""The best of Nobraino"", nel 2007 un live di pezzi inediti ""Live al Vidia Club”, il 2008 è l’anno della svolta, vincono il Premio rivelazione dell'anno al MArteLive, che li porterà a firmare il contratto di management. e produzione discografica con l’allora neonata etichetta MArteLabel. Da qui nel 2010 l’uscita dell'album ""No USA! No UK! Nobraino"", con la direzione artistica di Giorgio Canali. Nel marzo 2012 esce il “ Disco d’Oro” prodotto nuovamente da MArteLabel e registrato con Manuele “MaxStirner” Fusaroli. ";NO;SI
